ensembl_transcript_id,exon_chrom_start,exon_chrom_end,ensembl_exon_id,cds_start,cds_end,phase,end_phase,genomic_coding_start,genomic_coding_end,strand
ENST00000528094,49809163,49809258,ENSE00003636849,583,678,0,0,49809163,49809258,-1
ENST00000528094,49808717,49808823,ENSE00003587933,679,785,0,2,49808717,49808823,-1
ENST00000528094,49808574,49808638,ENSE00003516956,786,850,2,1,49808574,49808638,-1
ENST00000528094,49808414,49808488,ENSE00003539309,851,925,1,1,49808414,49808488,-1
ENST00000528094,49812996,49813175,ENSE00002145695,1,111,-1,0,49812996,49813106,-1
ENST00000528094,49812638,49812736,ENSE00003603035,112,210,0,0,49812638,49812736,-1
ENST00000528094,49806890,49807374,ENSE00002172294,926,1149,1,-1,49807151,49807374,-1
ENST00000533418,49812251,49812335,ENSE00003510926,84,168,2,0,49812251,49812335,-1
ENST00000533418,49811631,49811699,ENSE00003661417,169,237,0,0,49811631,49811699,-1
ENST00000533418,49811363,49811467,ENSE00003532065,238,342,0,0,49811363,49811467,-1
ENST00000533418,49809378,49809575,ENSE00003551816,343,540,0,0,49809378,49809575,-1
ENST00000533418,49809163,49809258,ENSE00003636849,541,636,0,0,49809163,49809258,-1
ENST00000533418,49808717,49808823,ENSE00003587933,637,743,0,2,49808717,49808823,-1
ENST00000533418,49808574,49808638,ENSE00003516956,744,808,2,1,49808574,49808638,-1
ENST00000533418,49808414,49808488,ENSE00003539309,809,883,1,1,49808414,49808488,-1
ENST00000533418,49806890,49807374,ENSE00002172294,884,1107,1,-1,49807151,49807374,-1
ENST00000533418,49813133,49813249,ENSE00002147156,NA,NA,-1,-1,NA,NA,-1
ENST00000533418,49812615,49812736,ENSE00003573525,1,83,-1,2,49812615,49812697,-1
ENST00000525370,49812615,49812736,ENSE00003529157,112,233,0,2,49812615,49812736,-1
ENST00000525370,49811631,49811699,ENSE00003551160,234,261,2,-1,49811672,49811699,-1
ENST00000525370,49811363,49811467,ENSE00003574557,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49809378,49809575,ENSE00003552756,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49809163,49809258,ENSE00003627713,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49808717,49808823,ENSE00003469612,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49808574,49808638,ENSE00003510620,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49812996,49813156,ENSE00002196896,1,111,-1,0,49812996,49813106,-1
ENST00000525370,49808414,49808491,ENSE00003586350,NA,NA,-1,-1,NA,NA,-1
ENST00000525370,49806893,49807374,ENSE00002163549,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49811363,49811467,ENSE00003574557,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49809378,49809575,ENSE00003552756,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49809163,49809258,ENSE00003627713,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49808717,49808823,ENSE00003469612,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49808574,49808638,ENSE00003510620,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49808414,49808488,ENSE00003488105,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49812638,49812736,ENSE00003603035,112,210,0,0,49812638,49812736,-1
ENST00000377092,49812996,49813273,ENSE00002153547,1,111,-1,0,49812996,49813106,-1
ENST00000377092,49812251,49812335,ENSE00003547908,211,237,0,-1,49812309,49812335,-1
ENST00000377092,49811631,49811699,ENSE00003639001,NA,NA,-1,-1,NA,NA,-1
ENST00000377092,49806920,49807374,ENSE00001802323,NA,NA,-1,-1,NA,NA,-1
ENST00000534138,49808574,49808638,ENSE00003510620,NA,NA,-1,-1,NA,NA,-1
ENST00000534138,49808717,49808825,ENSE00002185535,NA,NA,-1,-1,NA,NA,-1
ENST00000534138,49808123,49808488,ENSE00002152852,NA,NA,-1,-1,NA,NA,-1
ENST00000527973,49809378,49809575,ENSE00003552756,NA,NA,-1,-1,NA,NA,-1
ENST00000527973,49809163,49809258,ENSE00003627713,NA,NA,-1,-1,NA,NA,-1
ENST00000527973,49808717,49808823,ENSE00003469612,NA,NA,-1,-1,NA,NA,-1
ENST00000527973,49809714,49809865,ENSE00002170727,NA,NA,-1,-1,NA,NA,-1
ENST00000527973,49808619,49808638,ENSE00002186922,NA,NA,-1,-1,NA,NA,-1
ENST00000528043,49812251,49812335,ENSE00003510926,84,168,2,0,49812251,49812335,-1
ENST00000528043,49811631,49811699,ENSE00003661417,169,237,0,0,49811631,49811699,-1
ENST00000528043,49813133,49813249,ENSE00002147156,NA,NA,-1,-1,NA,NA,-1
ENST00000528043,49812615,49812736,ENSE00003573525,1,83,-1,2,49812615,49812697,-1
ENST00000528043,49811363,49811491,ENSE00002180876,238,261,0,-1,49811468,49811491,-1
ENST00000528043,49809395,49809575,ENSE00002199350,NA,NA,-1,-1,NA,NA,-1
ENST00000531017,49811631,49811699,ENSE00003639001,NA,NA,-1,-1,NA,NA,-1
ENST00000531017,49812996,49813309,ENSE00002719330,NA,NA,-1,-1,NA,NA,-1
ENST00000531017,49812615,49812736,ENSE00003571097,NA,NA,-1,-1,NA,NA,-1
ENST00000531017,49812251,49812335,ENSE00003486132,NA,NA,-1,-1,NA,NA,-1
ENST00000531017,49811036,49811467,ENSE00002181203,NA,NA,-1,-1,NA,NA,-1
ENST00000527585,49811363,49811467,ENSE00003574557,NA,NA,-1,-1,NA,NA,-1
ENST00000527585,49812251,49812335,ENSE00003547908,112,138,0,-1,49812309,49812335,-1
ENST00000527585,49811631,49811699,ENSE00003639001,NA,NA,-1,-1,NA,NA,-1
ENST00000527585,49812996,49813286,ENSE00002151385,1,111,-1,0,49812996,49813106,-1
ENST00000534008,49811631,49811699,ENSE00003639001,NA,NA,-1,-1,NA,NA,-1
ENST00000534008,49812615,49812736,ENSE00003571097,NA,NA,-1,-1,NA,NA,-1
ENST00000534008,49812251,49812335,ENSE00003486132,NA,NA,-1,-1,NA,NA,-1
ENST00000534008,49812996,49813241,ENSE00002143614,NA,NA,-1,-1,NA,NA,-1
ENST00000534008,49811365,49811491,ENSE00002147495,NA,NA,-1,-1,NA,NA,-1
ENST00000529302,49811631,49811699,ENSE00003661417,19,87,0,0,49811631,49811699,-1
ENST00000529302,49817351,49817376,ENSE00002168482,NA,NA,-1,-1,NA,NA,-1
ENST00000529302,49813607,49813812,ENSE00002158390,NA,NA,-1,-1,NA,NA,-1
ENST00000529302,49812638,49812736,ENSE00003474376,NA,NA,-1,-1,NA,NA,-1
ENST00000529302,49812251,49812335,ENSE00003667966,1,18,-1,0,49812251,49812268,-1
ENST00000529302,49811381,49811467,ENSE00002147146,88,174,0,0,49811381,49811467,-1
ENST00000526575,49812615,49812736,ENSE00003529157,112,233,0,2,49812615,49812736,-1
ENST00000526575,49811631,49811699,ENSE00003551160,234,261,2,-1,49811672,49811699,-1
ENST00000526575,49812996,49813178,ENSE00002147326,1,111,-1,0,49812996,49813106,-1
ENST00000526575,49811384,49811491,ENSE00002187083,NA,NA,-1,-1,NA,NA,-1
ENST00000525800,49811631,49811699,ENSE00003639001,NA,NA,-1,-1,NA,NA,-1
ENST00000525800,49812251,49812335,ENSE00003486132,NA,NA,-1,-1,NA,NA,-1
ENST00000525800,49813133,49813235,ENSE00002192302,NA,NA,-1,-1,NA,NA,-1
ENST00000525800,49812447,49812736,ENSE00003516512,1,138,-1,-1,49812560,49812697,-1
ENST00000525800,49811431,49811467,ENSE00002185216,NA,NA,-1,-1,NA,NA,-1
ENST00000527111,49812251,49812335,ENSE00003486132,NA,NA,-1,-1,NA,NA,-1
ENST00000527111,49812996,49813299,ENSE00002157972,1,111,-1,0,49812996,49813106,-1
ENST00000527111,49812447,49812736,ENSE00003476955,112,288,0,-1,49812560,49812736,-1
ENST00000526435,49812996,49813284,ENSE00003122109,1,111,-1,0,49812996,49813106,-1
ENST00000526435,49812447,49812685,ENSE00002172661,112,237,0,-1,49812560,49812685,-1
ENST00000526435,49812280,49812335,ENSE00002196578,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63499058,63499239,ENSE00003900026,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63497620,63497834,ENSE00000856590,1,144,-1,0,63497620,63497763,-1
ENST00000675519,63495856,63496087,ENSE00003899950,145,180,0,-1,63496052,63496087,-1
ENST00000675519,63494805,63495101,ENSE00003815398,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63493137,63493287,ENSE00003820184,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63490479,63490735,ENSE00003901096,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63488918,63489152,ENSE00003902894,NA,NA,-1,-1,NA,NA,-1
ENST00000675519,63488013,63488425,ENSE00003903512,NA,NA,-1,-1,NA,NA,-1
ENST00000706948,63497620,63497834,ENSE00000856590,1,144,-1,0,63497620,63497763,-1
ENST00000706948,63499058,63499083,ENSE00003822954,NA,NA,-1,-1,NA,NA,-1
ENST00000706948,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000706948,63494805,63495101,ENSE00000663463,325,621,0,0,63494805,63495101,-1
ENST00000706948,63493137,63493287,ENSE00000663462,622,772,0,1,63493137,63493287,-1
ENST00000706948,63490479,63490735,ENSE00000663461,773,1029,1,0,63490479,63490735,-1
ENST00000706948,63488918,63489152,ENSE00000663460,1030,1264,0,1,63488918,63489152,-1
ENST00000706948,63488014,63488383,ENSE00001251111,1265,1350,1,-1,63488298,63488383,-1
ENST00000217182,63497620,63497834,ENSE00000856590,1,144,-1,0,63497620,63497763,-1
ENST00000217182,63499058,63499083,ENSE00003822954,NA,NA,-1,-1,NA,NA,-1
ENST00000217182,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000217182,63494805,63495101,ENSE00000663463,325,621,0,0,63494805,63495101,-1
ENST00000217182,63493137,63493287,ENSE00000663462,622,772,0,1,63493137,63493287,-1
ENST00000217182,63490479,63490735,ENSE00000663461,773,1029,1,0,63490479,63490735,-1
ENST00000217182,63488918,63489152,ENSE00000663460,1030,1264,0,1,63488918,63489152,-1
ENST00000217182,63488014,63488425,ENSE00003997564,1265,1392,1,-1,63488298,63488425,-1
ENST00000298049,63497620,63497834,ENSE00000856590,1,144,-1,0,63497620,63497763,-1
ENST00000298049,63499058,63499083,ENSE00003822954,NA,NA,-1,-1,NA,NA,-1
ENST00000298049,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000298049,63494805,63495101,ENSE00000663463,325,621,0,0,63494805,63495101,-1
ENST00000298049,63493137,63493287,ENSE00000663462,622,772,0,1,63493137,63493287,-1
ENST00000298049,63490479,63490735,ENSE00000663461,773,1029,1,0,63490479,63490735,-1
ENST00000298049,63488918,63489152,ENSE00000663460,1030,1264,0,1,63488918,63489152,-1
ENST00000298049,63488340,63488425,ENSE00003831203,1265,1350,1,0,63488340,63488425,-1
ENST00000298049,63488014,63488152,ENSE00003823419,1351,1489,0,1,63488014,63488152,-1
ENST00000706949,63497620,63497834,ENSE00000856590,1,144,-1,0,63497620,63497763,-1
ENST00000706949,63499058,63499083,ENSE00003822954,NA,NA,-1,-1,NA,NA,-1
ENST00000706949,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000706949,63494805,63495101,ENSE00000663463,325,621,0,0,63494805,63495101,-1
ENST00000706949,63493137,63493287,ENSE00000663462,622,772,0,1,63493137,63493287,-1
ENST00000706949,63490479,63490735,ENSE00000663461,773,1029,1,0,63490479,63490735,-1
ENST00000706949,63488918,63489152,ENSE00000663460,1030,1264,0,1,63488918,63489152,-1
ENST00000706949,63488310,63488425,ENSE00003997563,1265,1380,1,0,63488310,63488425,-1
ENST00000706949,63488015,63488181,ENSE00003997562,1381,1539,0,-1,63488023,63488181,-1
ENST00000645586,63494805,63495101,ENSE00003815398,NA,NA,-1,-1,NA,NA,-1
ENST00000645586,63493137,63493287,ENSE00003820184,NA,NA,-1,-1,NA,NA,-1
ENST00000645586,63495856,63498748,ENSE00003825489,NA,NA,-1,-1,NA,NA,-1
ENST00000645586,63490081,63490735,ENSE00003821932,NA,NA,-1,-1,NA,NA,-1
ENST00000642899,63499058,63499083,ENSE00003822954,NA,NA,-1,-1,NA,NA,-1
ENST00000642899,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000642899,63497620,63497928,ENSE00003826477,1,144,-1,0,63497620,63497763,-1
ENST00000642899,63494905,63495101,ENSE00003826581,325,521,0,2,63494905,63495101,-1
ENST00000645357,63495856,63496035,ENSE00002475952,145,324,0,0,63495856,63496035,-1
ENST00000645357,63499058,63499177,ENSE00003817527,NA,NA,-1,-1,NA,NA,-1
ENST00000645357,63497620,63497803,ENSE00003824795,1,144,-1,0,63497620,63497763,-1
ENST00000645357,63494968,63495101,ENSE00003827880,325,458,0,2,63494968,63495101,-1
ENST00000646335,63499058,63499184,ENSE00003828331,NA,NA,-1,-1,NA,NA,-1
ENST00000646335,63497620,63497783,ENSE00003828993,1,144,-1,0,63497620,63497763,-1
ENST00000646335,63495862,63496035,ENSE00003824803,145,318,0,0,63495862,63496035,-1
ENST00000643976,63499058,63499185,ENSE00003815403,NA,NA,-1,-1,NA,NA,-1
ENST00000643976,63497454,63497834,ENSE00003829615,NA,NA,-1,-1,NA,NA,-1
ENST00000397410,15418911,15418988,ENSE00003693521,1,13,-1,1,15418911,15418923,-1
ENST00000397410,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000397410,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000397410,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000397410,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000397410,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000397410,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000397410,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000397410,15399302,15399410,ENSE00003703289,1049,1157,1,2,15399302,15399410,-1
ENST00000397410,15397714,15397855,ENSE00003506012,1158,1299,2,0,15397714,15397855,-1
ENST00000397410,15397520,15397625,ENSE00003567904,1300,1405,0,1,15397520,15397625,-1
ENST00000397410,15397150,15397280,ENSE00003668730,1406,1536,1,0,15397150,15397280,-1
ENST00000397410,15380517,15380612,ENSE00003606649,1537,1632,0,0,15380517,15380612,-1
ENST00000397410,15380050,15380430,ENSE00003487431,1633,1941,0,-1,15380122,15380430,-1
ENST00000609519,15418911,15418988,ENSE00003693521,1,13,-1,1,15418911,15418923,-1
ENST00000609519,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000609519,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000609519,15401150,15401603,ENSE00003575529,261,714,2,0,15401150,15401603,-1
ENST00000609519,15400947,15401043,ENSE00003710027,715,811,0,1,15400947,15401043,-1
ENST00000609519,15400794,15400864,ENSE00003707414,812,882,1,0,15400794,15400864,-1
ENST00000609519,15400295,15400358,ENSE00003705303,883,946,0,1,15400295,15400358,-1
ENST00000609519,15399302,15399410,ENSE00003703289,947,1055,1,2,15399302,15399410,-1
ENST00000609519,15403658,15403715,ENSE00003563914,122,179,1,2,15403658,15403715,-1
ENST00000609519,15403475,15403555,ENSE00003706614,180,260,2,2,15403475,15403555,-1
ENST00000609519,15398630,15398766,ENSE00003703829,1056,1192,2,1,15398630,15398766,-1
ENST00000609519,15397714,15397855,ENSE00003705632,1193,1296,1,-1,15397752,15397855,-1
ENST00000609519,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000609519,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000609519,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000609519,15380050,15380430,ENSE00003704999,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000599137,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000599137,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15380050,15380430,ENSE00003704999,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15418911,15419020,ENSE00003167651,1,13,-1,1,15418911,15418923,-1
ENST00000599137,15403475,15403555,ENSE00003542049,122,138,1,-1,15403539,15403555,-1
ENST00000599137,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000599137,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000595465,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000595465,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000595465,15401150,15401603,ENSE00003575529,180,633,2,0,15401150,15401603,-1
ENST00000595465,15400947,15401043,ENSE00003710027,634,730,0,1,15400947,15401043,-1
ENST00000595465,15400794,15400864,ENSE00003707414,731,801,1,0,15400794,15400864,-1
ENST00000595465,15400295,15400358,ENSE00003705303,802,865,0,1,15400295,15400358,-1
ENST00000595465,15399302,15399410,ENSE00003703289,866,974,1,2,15399302,15399410,-1
ENST00000595465,15397714,15397855,ENSE00003506012,975,1116,2,0,15397714,15397855,-1
ENST00000595465,15397520,15397625,ENSE00003567904,1117,1222,0,1,15397520,15397625,-1
ENST00000595465,15397150,15397280,ENSE00003668730,1223,1353,1,0,15397150,15397280,-1
ENST00000595465,15380517,15380612,ENSE00003606649,1354,1449,0,0,15380517,15380612,-1
ENST00000595465,15380050,15380430,ENSE00003487431,1450,1758,0,-1,15380122,15380430,-1
ENST00000595465,15403658,15403715,ENSE00003563914,122,179,1,2,15403658,15403715,-1
ENST00000595465,15418911,15419026,ENSE00003133905,1,13,-1,1,15418911,15418923,-1
ENST00000679638,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000679638,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000679638,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000679638,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000679638,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000679638,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000679638,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000679638,15399302,15399410,ENSE00003703289,1049,1157,1,2,15399302,15399410,-1
ENST00000679638,15397714,15397855,ENSE00003506012,1158,1299,2,0,15397714,15397855,-1
ENST00000679638,15397520,15397625,ENSE00003567904,1300,1405,0,1,15397520,15397625,-1
ENST00000679638,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000679638,15397150,15397203,ENSE00003914653,1406,1459,1,1,15397150,15397203,-1
ENST00000679638,15380517,15380612,ENSE00003916011,1460,1555,1,1,15380517,15380612,-1
ENST00000679638,15380050,15380430,ENSE00003911035,1556,1611,1,-1,15380375,15380430,-1
ENST00000594594,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000594594,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000594594,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15380050,15380430,ENSE00003704999,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15403475,15403555,ENSE00003542049,185,201,1,-1,15403539,15403555,-1
ENST00000594594,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000594594,15418911,15419121,ENSE00003090788,1,13,-1,1,15418911,15418923,-1
ENST00000594594,15403653,15403715,ENSE00003110791,122,184,1,1,15403653,15403715,-1
ENST00000593845,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15418911,15418988,ENSE00003638463,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15398630,15399410,ENSE00003188662,NA,NA,-1,-1,NA,NA,-1
ENST00000593845,15380051,15380430,ENSE00003669644,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000681170,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000681170,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15403475,15403555,ENSE00003542049,185,201,1,-1,15403539,15403555,-1
ENST00000681170,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000681170,15403653,15403715,ENSE00003110791,122,184,1,1,15403653,15403715,-1
ENST00000681170,15418911,15418969,ENSE00003914472,1,13,-1,1,15418911,15418923,-1
ENST00000681170,15380066,15380430,ENSE00003915506,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15380066,15380430,ENSE00003915506,NA,NA,-1,-1,NA,NA,-1
ENST00000596213,15418911,15419022,ENSE00001334625,NA,NA,-1,-1,NA,NA,-1
